def	fit	ion	x0	tag	sumFormula	x_Lo	x_Hi	d2_Ctr	d2_Lo	d2_Hi	d1_Ctr	d1_Lo	d1_Hi	d0_Ctr	d0_Lo	d0_Hi	calFac	calUnit	charge	ionizFrac	fragOf	isotopeOf	comments	standards	families	baseline	intCalIn
1	1	C8H4N2O4+	192.016558		C8H4N2O4	192.006008	192.028206												1								
1	1	C6H10NO6+	192.050263		C6H10NO6	192.039711	192.061913												1								
1	1	C14H8O+	192.056966		C14H8O	192.046414	192.068616												1								
1	1	C10H10NO3+	192.065520		C10H10NO3	192.054966	192.077170												1								
1	1	C7H14NO5+	192.086649		C7H14NO5	192.076095	192.098301												1								
1	1	C15H12+	192.093352		C15H12	192.082249	192.104455												1								
1	1	C11H14NO2+	192.101905		C11H14NO2	192.091351	192.113557												1								
1	1	C9H20O4+	192.135611		C9H20O4	192.124506	192.146716												1								
1	1	C7H20N4O2+	192.158077		C7H20N4O2	192.146971	192.169183												1								
1	1	C14H24+	192.187252		C14H24	192.176144	192.198360												1								
1	1	HS6+	192.839703		HS6	192.8258	192.8537		0.00										1						SulfurPoly		
1	1	C6H9O7+	193.034279		C6H9O7	193.023677	193.045979												1								
1	1	C9H7NO4+	193.036959		C9H7NO4	193.025808	193.048110												1								
1	1	C10H9O4+	193.049535		C10H9O4	193.038932	193.061236												1								
1	1	C7H13O6+	193.070665		C7H13O6	193.060060	193.082366												1								
1	1	C10H11NO3+	193.073345		C10H11NO3	193.062192	193.084498												1								
1	1	C11H13O3+	193.085921		C11H13O3	193.074767	193.097075												1								
1	1	C15H13+	193.101177		C15H13	193.090023	193.112331												1								
1	1	C11H15NO2+	193.109730		C11H15NO2	193.098575	193.120885												1								
1	1	C12H17O2+	193.122306		C12H17O2	193.111150	193.133462												1								
1	1	C11H19N3+	193.157349		C11H19N3	193.146192	193.168506												1								
1	1	C13H21O+	193.158692		C13H21O	193.147535	193.169849												1								
1	1	C7H29SO3+	193.183192		C7H29SO3	193.172033	193.194351												1								
1	1	C9H25N2O2+	193.191054		C9H25N2O2	193.179895	193.202213												1								
1	1	C14H25+	193.195077		C14H25	193.183918	193.206236												1								
1	1	C8H33SO2+	193.219578		C8H33SO2	193.208418	193.230738												1								
1	1	C5H8NO7+	194.029528		C5H8NO7	194.018875	194.041279												1								
1	1	C6H12NO6+	194.065914		C6H12NO6	194.055258	194.077666												1								
1	1	C10H12NO3+	194.081170		C10H12NO3	194.070513	194.092923												1								
1	1	C12H20NO+	194.153941		C12H20NO	194.142733	194.165149												1								
1	1	C14H26+	194.202902		C14H26	194.191691	194.214113												1								
1	1	C6HN3O5+	194.991072		C6HN3O5	194.980369	195.002871												1								
1	1	C4H5NO8+	195.000968		C4H5NO8	194.990264	195.012768												1								
1	0	C12H3O3+	195.007670		C12H3O3	194.996418	195.018922												1								
1	1	C13H7O2+	195.044056		C13H7O2	195.033350	195.055858												1								
1	1	C6H11O7+	195.049929		C6H11O7	195.039224	195.061732												1								
1	1	C10H11O4+	195.065185		C10H11O4	195.053930	195.076440												1								
1	1	C14H11O+	195.080441		C14H11O	195.069734	195.092246												1								
1	1	C10H13NO3+	195.088995		C10H13NO3	195.078287	195.100799												1								
1	1	C11H15O3+	195.101571		C11H15O3	195.090314	195.112828												1								
1	1	C15H15+	195.116827		C15H15	195.106118	195.128632												1								
1	1	C7H19N2O4+	195.133934		C7H19N2O4	195.122676	195.145192												1								
1	1	C12H19O2+	195.137956		C12H19O2	195.126698	195.149214												1								
1	1	C10H19N4+	195.160423		C10H19N4	195.149712	195.172232												1								
1	1	C11H21N3+	195.172999		C11H21N3	195.161739	195.184259												1								
1	1	C13H23O+	195.174342		C13H23O	195.163082	195.185602												1								
1	1	C9H27N2O2+	195.206705		C9H27N2O2	195.195443	195.217967												1								
1	1	C14H27+	195.210727		C14H27	195.199465	195.221989												1								
1	1	C9H10NO4+	196.060434		C9H10NO4	196.049677	196.072289												1								
1	1	C10H14NO3+	196.096820		C10H14NO3	196.086061	196.108675												1								
1	1	C6H18N3O4+	196.129182		C6H18N3O4	196.117873	196.140491												1								
1	1	C11H18NO2+	196.133205		C11H18NO2	196.121896	196.144514												1								
1	1	C5H9O8+	197.029194		C5H9O8	197.018387	197.041097												1								
1	1	C9H9O5+	197.044450		C9H9O5	197.033094	197.055806												1								
1	1	C10H13O4+	197.080835		C10H13O4	197.069477	197.092193												1								
1	1	C11H17O3+	197.117221		C11H17O3	197.105861	197.128581												1								
1	1	C15H17+	197.132477		C15H17	197.121117	197.143837												1								
1	1	C8H17N6+	197.150921		C8H17N6	197.139560	197.162282												1								
1	1	C12H21O2+	197.153606		C12H21O2	197.142245	197.164967												1								
1	1	C6H23N5O2+	197.184626		C6H23N5O2	197.173263	197.195989												1								
1	1	C13H25O+	197.189992		C13H25O	197.178629	197.201355												1								
1	1	C9H29N2O2+	197.222355		C9H29N2O2	197.210990	197.233720												1								
1	1	C14H29+	197.226377		C14H29	197.215012	197.237742												1								
1	1	C9H12NO4+	198.076084		C9H12NO4	198.064675	198.087493												1								
1	1	C10H14O4+	198.088660		C10H14O4	198.077800	198.100618												1								
1	1	C10H16NO3+	198.112470		C10H16NO3	198.101060	198.123880												1								
1	1	C8H7O6+	199.023714		C8H7O6	199.012806	199.035720												1								
1	1	C12H7O3+	199.038971		C12H7O3	199.028061	199.050977												1								
1	1	C9H11O5+	199.060100		C9H11O5	199.048641	199.071559												1								
1	1	C13H11O2+	199.075356		C13H11O2	199.063896	199.086816												1								
1	1	C10H15O4+	199.096485		C10H15O4	199.085024	199.107946												1								
1	1	C14H15O+	199.111742		C14H15O	199.100281	199.123203												1								
1	1	C11H19O3+	199.132871		C11H19O3	199.121408	199.144334												1								
1	1	C15H19+	199.148127		C15H19	199.136664	199.159590												1								
1	1	C12H23O2+	199.169256		C12H23O2	199.157792	199.180720												1								
1	1	C13H27O+	199.205642		C13H27O	199.194176	199.217108												1								
1	1	C10H16SO2+	200.086552		C10H16SO2	200.075041	200.098063												1								
1	1	C9H14NO4+	200.091734		C9H14NO4	200.080771	200.103795												1								
1	1	C10H16O4+	200.104310		C10H16O4	200.093347	200.116371												1								
1	1	C10H18NO3+	200.128120		C10H18NO3	200.116607	200.139633												1								
1	1	C9H3N3O3+	201.016892		C9H3N3O3	201.005882	201.029000												1								
1	1	C8H9O6+	201.039364		C8H9O6	201.027804	201.050924												1								
1	1	C9H13O5+	201.075750		C9H13O5	201.064188	201.087312												1								
1	1	C10H17O4+	201.112135		C10H17O4	201.100571	201.123699												1								
1	1	C14H17O+	201.127392		C14H17O	201.115828	201.138956												1								
1	1	C13H17N2+	201.138625		C13H17N2	201.127060	201.150190												1								
1	1	C15H21+	201.163777		C15H21	201.152211	201.175343												1								
1	1	C7H25N2O4+	201.180884		C7H25N2O4	201.169317	201.192451												1								
1	1	C12H25O2+	201.184906		C12H25O2	201.173339	201.196473												1								
1	1	C12H29N2+	201.232525		C12H29N2	201.220955	201.244095												1								
1	1	C10H2O5+	201.989675		C10H2O5	201.978614	202.001832												1								
1	1	C14H2O2+	202.004931		C14H2O2	201.993870	202.017088												1								
1	1	C10H4NO4+	202.013484		C10H4NO4	202.002423	202.025643												1								
1	1	C7H8NO6+	202.034613		C7H8NO6	202.023551	202.046773												1								
1	1	C8H12NO5+	202.070999		C8H12NO5	202.059934	202.083160												1								
1	1	C12H12NO2+	202.086255		C12H12NO2	202.075191	202.098417												1								
1	1	C9H16NO4+	202.107384		C9H16NO4	202.096318	202.119548												1								
1	1	C13H16NO+	202.122641		C13H16NO	202.111574	202.134804												1								
1	1	C10H20NO3+	202.143770		C10H20NO3	202.132703	202.155935												1								
1	1	C10H3O5+	202.997500		C10H3O5	202.986388	203.009708												1								
1	1	C7H7O7+	203.018629		C7H7O7	203.007517	203.030839												1								
1	1	C8H11O6+	203.055014		C8H11O6	203.043351	203.066677												1								
1	1	C12H12OP+	203.062028		C12H12OP	203.050365	203.073691												1						;Print3D		
1	1	C12H11O3+	203.070271		C12H11O3	203.058607	203.081935												1								
1	1	C16H11+	203.085527		C16H11	203.073863	203.097191												1								
1	1	C9H15O5+	203.091400		C9H15O5	203.079735	203.103065												1								
1	1	C12H13NO2+	203.094080		C12H13NO2	203.082415	203.105745												1								
1	1	C13H15O2+	203.106656		C13H15O2	203.095539	203.118871												1								
1	1	C10H19O4+	203.127786		C10H19O4	203.116119	203.139453												1								
1	1	C14H19O+	203.143042		C14H19O	203.131923	203.155257												1								
1	1	C13H19N2+	203.154275		C13H19N2	203.142607	203.165943												1								
1	1	C15H23+	203.179427		C15H23	203.167758	203.191096												1								
1	1	C12H27O2+	203.200557		C12H27O2	203.188887	203.212227												1								
1	1	C5H4N2O7+	204.001302		C5H4N2O7	203.990139	204.013561												1								
1	1	C10H4O5+	204.005325		C10H4O5	203.994162	204.017584												1								
1	1	C10H6NO4+	204.029134		C10H6NO4	204.017970	204.041396												1								
1	1	C7H10NO6+	204.050263		C7H10NO6	204.039098	204.062526												1								
1	1	C11H10NO3+	204.065520		C11H10NO3	204.054353	204.077783												1								
1	1	C8H14NO5+	204.086649		C8H14NO5	204.075482	204.098914												1								
1	1	C12H14NO2+	204.101905		C12H14NO2	204.090189	204.113621												1								
1	1	C9H18NO4+	204.123034		C9H18NO4	204.111866	204.135300												1								
1	1	C13H18NO+	204.138291		C13H18NO	204.127121	204.150557												1								
1	1	C7H26NO5+	204.180549		C7H26NO5	204.168829	204.192269												1								
1	1	C15H24+	204.187252		C15H24	204.175531	204.198973												1								
1	1	C10H5O5+	205.013150		C10H5O5	205.001935	205.025461												1								
1	1	C14H5O2+	205.028406		C14H5O2	205.017190	205.040718												1								
1	1	C7H9O7+	205.034279		C7H9O7	205.023064	205.046592												1								
1	1	C8H13O6+	205.070665		C8H13O6	205.058899	205.082431												1								
1	1	C12H13O3+	205.085921		C12H13O3	205.074154	205.097688												1								
1	1	C9H17O5+	205.107050		C9H17O5	205.095831	205.119367												1								
1	1	C12H19N3+	205.157349		C12H19N3	205.145579	205.169119												1								
1	1	C15H25+	205.195077		C15H25	205.183305	205.206849												1				Sesquiterpenes	ARICalGas2	ARICalTank1;HAPMAPCal;VTCal		3.01
1	1	C9H4NO5+	206.008399		C9H4NO5	205.997133	206.020761												1								
1	1	C10H6O5+	206.020975		C10H6O5	206.009709	206.033337												1								
1	1	C10H8NO4+	206.044784		C10H8NO4	206.033517	206.057149												1								
1	1	C14H8NO+	206.060040		C14H8NO	206.048773	206.072405												1								
1	1	C7H12NO6+	206.065914		C7H12NO6	206.054645	206.078279												1								
1	1	C11H12NO3+	206.081170		C11H12NO3	206.069353	206.092987												1								
1	1	C8H16NO5+	206.102299		C8H16NO5	206.091029	206.114667												1								
1	1	C12H16NO2+	206.117555		C12H16NO2	206.106285	206.129923												1								
1	1	C9H3O6+	206.992414		C9H3O6	206.981099	207.004827												1								
1	1	C6H7O8+	207.013544		C6H7O8	207.001679	207.025409												1								
1	1	C10H7O5+	207.028800		C10H7O5	207.017482	207.041214												1								
1	1	C7H11O7+	207.049929		C7H11O7	207.038611	207.062345												1								
1	1	C11H11O4+	207.065185		C11H11O4	207.053317	207.077053												1								
1	1	C15H11O+	207.080441		C15H11O	207.069121	207.092859												1								
1	1	C8H15O6+	207.086315		C8H15O6	207.074446	207.098184												1								
1	1	C12H15O3+	207.101571		C12H15O3	207.089701	207.113441												1								
1	1	C9H19O5+	207.122700		C9H19O5	207.110829	207.134571												1								
1	1	C13H19O2+	207.137956		C13H19O2	207.126633	207.150377												1								
1	1	C13H21NO+	207.161766		C13H21NO	207.149893	207.173639												1								
1	1	C10H25NO3+	207.182895		C10H25NO3	207.171021	207.194769												1								
1	1	C14H25N+	207.198151		C14H25N	207.186276	207.210026												1								
1	1	C7H29NO5+	207.204024		C7H29NO5	207.192149	207.215899												1								
1	1	C15H27+	207.210727		C15H27	207.198852	207.222602												1								
1	1	C5H6NO8+	208.008793		C5H6NO8	207.997425	208.021257												1								
1	1	C9H6NO5+	208.024049		C9H6NO5	208.012680	208.036514												1								
1	1	C10H8O5+	208.036625		C10H8O5	208.025256	208.049090												1								
1	1	C6H10NO7+	208.045178		C6H10NO7	208.033809	208.057645												1								
1	1	C10H10NO4+	208.060434		C10H10NO4	208.049064	208.072902												1								
1	1	C14H10NO+	208.075690		C14H10NO	208.064320	208.088158												1								
1	1	C7H14NO6+	208.081564		C7H14NO6	208.070192	208.094032												1								
1	1	C11H14NO3+	208.096820		C11H14NO3	208.085448	208.109288												1								
1	1	C12H18NO2+	208.133205		C12H18NO2	208.121832	208.145676												1								
1	1	CFH4O[79Br]2+	208.860745		CH4FO[79Br]2	208.8495	208.8720												1						explIso		
1	1	C9H5O6+	209.008064		C9H5O6	208.996646	209.020580												1								
1	1	C6H9O8+	209.029194		C6H9O8	209.017774	209.041710												1								
1	1	C7H5N2F4O+	209.033252		C7H5N2F4O	209.021284	209.045220												1								
1	1	C10H9O5+	209.044450		C10H9O5	209.033029	209.056967												1								
1	1	C14H9O2+	209.059706		C14H9O2	209.048285	209.072225												1								
1	1	C7H13O7+	209.065579		C7H13O7	209.054158	209.078098												1								
1	1	C11H13O4+	209.080835		C11H13O4	209.068864	209.092806												1								
1	1	C15H13O+	209.096091		C15H13O	209.084668	209.108612												1								
1	1	C13H21O2+	209.153606		C13H21O2	209.141632	209.165580												1								
1	1	C14H25O+	209.189992		C14H25O	209.178016	209.201968												1								
1	1	C15H29+	209.226377		C15H29	209.214399	209.238355												1								
1	1	C5H8NO8+	210.024443		C5H8NO8	210.012972	210.037010												1								
1	1	C9H8NO5+	210.039699		C9H8NO5	210.028227	210.052267												1								
1	1	C10H10O5+	210.052275		C10H10O5	210.040803	210.064843												1								
1	1	C6H12NO7+	210.060828		C6H12NO7	210.049356	210.073398												1								
1	1	C10H12NO4+	210.076084		C10H12NO4	210.064611	210.088655												1								
1	1	C14H12NO+	210.091340		C14H12NO	210.079867	210.103911												1								
1	1	C11H16NO3+	210.112470		C11H16NO3	210.100995	210.125041												1								
1	1	C12H20NO2+	210.148855		C12H20NO2	210.136830	210.160880												1								
1	1	CFH4O[79Br][81Br]+	210.858697		CH4FO[79Br][81Br]	210.8474	210.8700												1						explIso		
1	1	C8H3O7+	210.987329		C8H3O7	210.975809	210.999945												1								
1	1	C9H7O6+	211.023714		C9H7O6	211.012193	211.036333												1								
1	1	C13H7O3+	211.038971		C13H7O3	211.027448	211.051590												1								
1	1	C10H11O5+	211.060100		C10H11O5	211.048028	211.072172												1								
1	1	C7H15O7+	211.081229		C7H15O7	211.069705	211.093851												1								
1	1	C11H15O4+	211.096485		C11H15O4	211.084411	211.108559												1								
1	1	C15H15O+	211.111742		C15H15O	211.099668	211.123816												1								
1	1	C12H19O3+	211.132871		C12H19O3	211.120795	211.144947												1								
1	1	C16H19+	211.148127		C16H19	211.136051	211.160203												1								
1	1	C13H23O2+	211.169256		C13H23O2	211.157179	211.181333												1								
1	1	C14H27O+	211.205642		C14H27O	211.193563	211.217721												1								
1	1	C15H31+	211.242027		C15H31	211.229946	211.254108												1								
1	1	C9H10NO5+	212.055349		C9H10NO5	212.043774	212.068020												1								
1	1	C10H12O5+	212.067925		C10H12O5	212.056350	212.080596												1								
1	1	C10H14NO4+	212.091734		C10H14NO4	212.080158	212.104408												1								
1	1	CFH4O[81Br]2+	212.856649		CH4FO[81Br]2	212.8452	212.8681												1						explIso		
1	1	C8H5O7+	213.002979		C8H5O7	212.991356	213.015698												1								
1	1	C9H9O6+	213.039364		C9H9O6	213.027740	213.052086												1								
1	1	C10H13O5+	213.075750		C10H13O5	213.063575	213.087925												1								
1	1	C14H13O2+	213.091006		C14H13O2	213.079379	213.103731												1								
1	1	C11H17O4+	213.112135		C11H17O4	213.099958	213.124312												1								
1	1	C12H21O3+	213.148521		C12H21O3	213.136342	213.160700												1								
1	1	C13H25O2+	213.184906		C13H25O2	213.172726	213.197086												1								
1	1	C9H12NO5+	214.070999		C9H12NO5	214.059321	214.083773												1								
1	1	C10H14O5+	214.083575		C10H14O5	214.071898	214.096350												1								
1	1	C13H12NO2+	214.086255		C13H12NO2	214.074029	214.098481												1								
1	1	C10H16NO4+	214.107384		C10H16NO4	214.095705	214.120161												1								
1	1	C8H22O6+	214.141090		C8H22O6	214.128861	214.153319												1								
1	1	C8H7O7+	215.018629		C8H7O7	215.006904	215.031452												1								
1	1	C9H11O6+	215.055014		C9H11O6	215.043287	215.067839												1								
1	1	C12H9NO3+	215.057695		C12H9NO3	215.045419	215.069971												1								
1	1	C12H11N2O2+	215.081504		C12H11N2O2	215.069227	215.093781												1								
1	1	C10H15O5+	215.091400		C10H15O5	215.079671	215.104227												1								
1	1	C10H17NSO2+	215.097451		C10H17NSO2	215.085173	215.109729												1								
1	1	H23O12+	215.118403		H23O12	215.106124	215.130682												1								
1	1	C12H23SO+	215.146413		C12H23SO	215.134132	215.158694												1								
1	1	C15H21N+	215.166851		C15H21N	215.154569	215.179133												1								
1	1	C12H25NO2+	215.187980		C12H25NO2	215.175697	215.200263												1								
1	1	C7H6NO7+	216.013878		C7H6NO7	216.002102	216.026752												1								
1	1	C15H6NO+	216.044390		C15H6NO	216.032613	216.057265												1								
1	1	C9H14NO5+	216.086649		C9H14NO5	216.074869	216.099527												1								
1	1	C10H16O5+	216.099225		C10H16O5	216.087445	216.112103												1								
1	1	C10H18NO4+	216.123034		C10H18NO4	216.111253	216.135913												1								
1	1	C14H18NO+	216.138291		C14H18NO	216.126508	216.151170												1								
1	1	C11H22NO3+	216.159420		C11H22NO3	216.147637	216.172301												1								
1	1	C8H9O7+	217.034279		C8H9O7	217.022451	217.047205												1								
1	1	C16H9O+	217.064791		C16H9O	217.052412	217.077170												1								
1	1	C9H13O6+	217.070665		C9H13O6	217.058834	217.083592												1								
1	1	C17H13+	217.101177		C17H13	217.088797	217.113557												1								
1	1	C10H17O5+	217.107050		C10H17O5	217.094669	217.119431												1								
1	1	C15H21O+	217.158692		C15H21O	217.146309	217.171075												1								
1	1	C5H29O8+	217.185694		C5H29O8	217.173309	217.198079												1								
1	1	C16H25+	217.195077		C16H25	217.182692	217.207462												1								
1	1	C13H29O2+	217.216207		C13H29O2	217.203821	217.228593												1								
1	1	C10H2O6+	217.984589		C10H2O6	217.972712	217.997564												1								
1	1	C10H4NO5+	218.008399		C10H4NO5	217.996520	218.021374												1								
1	1	C14H4NO2+	218.023655		C14H4NO2	218.011775	218.036631												1								
1	1	C15H8NO+	218.060040		C15H8NO	218.048160	218.073018												1								
1	1	C8H12NO6+	218.065914		C8H12NO6	218.054032	218.078892												1								
1	1	C12H12NO3+	218.081170		C12H12NO3	218.069287	218.094149												1								
1	1	C9H16NO5+	218.102299		C9H16NO5	218.090416	218.115280												1								
1	1	C13H16NO2+	218.117555		C13H16NO2	218.105672	218.130536												1								
1	1	C10H20NO4+	218.138685		C10H20NO4	218.126800	218.151666												1								
1	1	C10H3O6+	218.992414		C10H3O6	218.980486	219.005440												1								
1	1	C11H7O5+	219.028800		C11H7O5	219.016869	219.041827												1								
1	1	C8H11O7+	219.049929		C8H11O7	219.037449	219.062409												1								
1	1	C7H11N2O6+	219.061163		C7H11N2O6	219.049230	219.074192												1								
1	1	C9H15O6+	219.086315		C9H15O6	219.074381	219.099345												1								
1	1	C13H15O3+	219.101571		C13H15O3	219.089636	219.114602												1								
1	1	C10H19O5+	219.122700		C10H19O5	219.110216	219.135184												1								
1	1	C14H19O2+	219.137956		C14H19O2	219.126020	219.150990												1								
1	1	C15H23O+	219.174342		C15H23O	219.161856	219.186828												1								
1	1	C11H27N2O2+	219.206705		C11H27N2O2	219.194217	219.219193												1								
1	1	C10H4O6+	220.000239		C10H4O6	219.988259	220.013317												1								
1	1	C6H6NO8+	220.008793		C6H6NO8	219.996812	220.021870												1								
1	1	C10H6NO5+	220.024049		C10H6NO5	220.012067	220.037127												1								
1	1	C14H6NO2+	220.039305		C14H6NO2	220.027322	220.052384												1								
1	1	C7H10NO7+	220.045178		C7H10NO7	220.033196	220.058258												1								
1	1	C11H10NO4+	220.060434		C11H10NO4	220.048451	220.073515												1								
1	1	C15H10NO+	220.075690		C15H10NO	220.063707	220.088771												1								
1	1	C8H14NO6+	220.081564		C8H14NO6	220.069579	220.094645												1								
1	1	C12H14NO3+	220.096820		C12H14NO3	220.084835	220.109901												1								
1	1	C9H18NO5+	220.117949		C9H18NO5	220.105963	220.131033												1								
1	1	C13H18NO2+	220.133205		C13H18NO2	220.121219	220.146289												1								
1	1	C10H5O6+	221.008064		C10H5O6	220.996033	221.021193												1								
1	1	C7H9O8+	221.029194		C7H9O8	221.016613	221.041775												1								
1	1	C6H9N2O7+	221.040427		C6H9N2O7	221.028394	221.053558												1								
1	1	C11H9O5+	221.044450		C11H9O5	221.032416	221.057580												1								
1	1	C8H13O7+	221.065579		C8H13O7	221.052996	221.078162												1								
1	1	C12H13O4+	221.080835		C12H13O4	221.068800	221.093968												1								
1	1	C9H17O6+	221.101965		C9H17O6	221.089380	221.114550												1								
1	1	C10H21O5+	221.138350		C10H21O5	221.126312	221.151486												1								
1	1	C13H19NO2+	221.141030		C13H19NO2	221.128443	221.153617												1								
1	1	C14H21O2+	221.153606		C14H21O2	221.141019	221.166193												1								
1	1	C14H23NO+	221.177416		C14H23NO	221.164827	221.190005												1								
1	1	C15H25O+	221.189992		C15H25O	221.177403	221.202581												1								
1	1	C12H29O3+	221.211121		C12H29O3	221.198531	221.223711												1								
1	1	C11H29N2O2+	221.222355		C11H29N2O2	221.209764	221.234946												1								
1	1	C9H35NO4+	221.256060		C9H35NO4	221.243467	221.268653												1								
1	1	C9H4NO6+	222.003313		C9H4NO6	221.991231	222.016493												1								
1	1	C10H6O6+	222.015889		C10H6O6	222.003806	222.029070												1								
1	1	C6H8NO8+	222.024443		C6H8NO8	222.012359	222.037623												1								
1	1	C10H8NO5+	222.039699		C10H8NO5	222.027614	222.052880												1								
1	1	C14H8NO2+	222.054955		C14H8NO2	222.042870	222.068138												1								
1	1	C7H12NO7+	222.060828		C7H12NO7	222.048743	222.074011												1								
1	1	C8H16NO6+	222.097214		C8H16NO6	222.085126	222.110398												1								
1	1	C13H20NO2+	222.148855		C13H20NO2	222.136766	222.162042												1								
1	1	C9H3O7+	222.987329		C9H3O7	222.975196	223.000558												1								
1	1	C10H7O6+	223.023714		C10H7O6	223.011580	223.036946												1								
1	1	C7H11O8+	223.044844		C7H11O8	223.032708	223.058076												1								
1	1	C6H11N2O7+	223.056077		C6H11N2O7	223.043941	223.069311												1								
1	1	C6H19O3Si3+	223.063650		C6H19O3Si3	223.050965	223.076335												1				D3		ARICalTank1;CalGasOliktok;HAPMAPCal		
1	1	C10H11N2O4+	223.071333		C10H11N2O4	223.059197	223.084567												1								
1	1	C8H15O7+	223.081229		C8H15O7	223.069092	223.094464												1								
1	1	CH19O12+	223.087102		CH19O12	223.074416	223.099788												1								
1	1	C9H19O6+	223.117615		C9H19O6	223.105475	223.130851												1								
1	1	C14H23O2+	223.169256		C14H23O2	223.157115	223.182495												1								
1	1	S7+	223.803950		S7	223.7879	223.8200												1						SulfurPoly		
1	1	C5H6NO9+	224.003707		C5H6NO9	223.991523	224.016989												1								
1	1	C9H6NO6+	224.018963		C9H6NO6	224.006778	224.032246												1								
1	1	C10H8O6+	224.031539		C10H8O6	224.019354	224.044822												1								
1	1	C10H10NO5+	224.055349		C10H10NO5	224.043161	224.068633												1								
1	1	C14H10NO2+	224.070605		C14H10NO2	224.058418	224.083890												1								
1	1	C11H14NO4+	224.091734		C11H14NO4	224.079545	224.105021												1								
1	1	C15H14NO+	224.106990		C15H14NO	224.094801	224.120277												1								
1	1	HS7+	224.811775		HS7	224.7957	224.8279												1						SulfurPoly		
1	1	C9H5O7+	225.002979		C9H5O7	224.990743	225.016311												1								
1	1	C10H9O6+	225.039364		C10H9O6	225.026578	225.052150												1								
1	1	C14H9O3+	225.054621		C14H9O3	225.042382	225.067956												1								
1	1	C7H13O8+	225.060494		C7H13O8	225.047707	225.073281												1								
1	1	C6H13N2O7+	225.071727		C6H13N2O7	225.059488	225.085064												1								
1	1	C11H13O5+	225.075750		C11H13O5	225.063511	225.089087												1								
1	1	C12H17O4+	225.112135		C12H17O4	225.099345	225.124925												1								
1	1	C13H21O3+	225.148521		C13H21O3	225.135729	225.161313												1								
1	1	C14H25O2+	225.184906		C14H25O2	225.172662	225.198248												1								
1	1	C9H8NO6+	226.034613		C9H8NO6	226.022325	226.047999												1								
1	1	C10H10O6+	226.047189		C10H10O6	226.034901	226.060575												1								
1	1	C10H12NO5+	226.070999		C10H12NO5	226.058708	226.084386												1								
1	1	C8H3O8+	226.982243		C8H3O8	226.969907	226.995677												1								
1	1	C9H7O7+	227.018629		C9H7O7	227.006291	227.032065												1								
1	1	C13H7O4+	227.033885		C13H7O4	227.021546	227.047322												1								
1	1	C10H11O6+	227.055014		C10H11O6	227.042674	227.068452												1								
1	1	C18H11+	227.085527		C18H11	227.072637	227.098417												1								
1	1	C11H15O5+	227.091400		C11H15O5	227.079058	227.104840												1								
1	1	C12H19O4+	227.127786		C12H19O4	227.114893	227.140679												1								
1	1	C16H21N+	227.166851		C16H21N	227.153956	227.179746												1								
1	1	C17H23+	227.179427		C17H23	227.166532	227.192322												1								
1	1	C11H31SO2+	227.203928		C11H31SO2	227.191031	227.216825												1								
1	1	C15H31O+	227.236942		C15H31O	227.224593	227.250389												1								
1	1	C9H10NO6+	228.050263		C9H10NO6	228.037872	228.063752												1								
1	1	C10H12O6+	228.062840		C10H12O6	228.050448	228.076328												1								
1	1	C10H14NO5+	228.086649		C10H14NO5	228.074256	228.100140												1								
1	1	C18H12+	228.093352		C18H12	228.080410	228.106294												1								
1	1	C14H18N3+	228.149524		C14H18N3	228.136579	228.162469												1								
1	1	C17H24+	228.187252		C17H24	228.174305	228.200199												1								
1	1	C15H34N+	228.268577		C15H34N	228.255626	228.281528												1								
1	1	C8H5O8+	228.997894		C8H5O8	228.985454	229.011430												1								
1	1	C9H9O7+	229.034279		C9H9O7	229.021838	229.047818												1								
1	1	C10H13O6+	229.070665		C10H13O6	229.058221	229.084205												1								
1	1	C9H13N2O5+	229.081898		C9H13N2O5	229.069455	229.095439												1								
1	1	C17H11N+	229.088601		C17H11N	229.075608	229.101594												1								
1	1	C11H17O5+	229.107050		C11H17O5	229.094605	229.120593												1								
1	1	C10H17N2O4+	229.118283		C10H17N2O4	229.105838	229.131826												1								
1	1	C12H21O4+	229.143436		C12H21O4	229.130988	229.156980												1								
1	1	C15H19NO+	229.146116		C15H19NO	229.133120	229.159112												1								
1	1	C14H29S+	229.198449		C14H29S	229.185451	229.211447												1								
1	1	C9H12NO6+	230.065914		C9H12NO6	230.053419	230.079505												1								
1	1	C10H14O6+	230.078490		C10H14O6	230.065995	230.092081												1								
1	1	C10H16NO5+	230.102299		C10H16NO5	230.089803	230.115893												1								
1	1	C8H7O8+	231.013544		C8H7O8	231.001001	231.027183												1								
1	1	C9H11O7+	231.049929		C9H11O7	231.037385	231.063571												1								
1	1	C17H11O+	231.080441		C17H11O	231.067346	231.093536												1								
1	1	C10H15O6+	231.086315		C10H15O6	231.073768	231.099958												1								
1	1	C9H15N2O5+	231.097548		C9H15N2O5	231.085002	231.111192												1								
1	1	C14H15O3+	231.101571		C14H15O3	231.089023	231.115215												1								
1	1	C10H19N2O4+	231.133934		C10H19N2O4	231.121385	231.147579												1								
1	1	C15H19O2+	231.137956		C15H19O2	231.125407	231.151603												1								
1	1	C17H27+	231.210727		C17H27	231.197626	231.223828												1								
1	1	C9H14NO6+	232.081564		C9H14NO6	232.068966	232.095258												1								
1	1	C10H16O6+	232.094140		C10H16O6	232.081542	232.107834												1								
1	1	C10H18NO5+	232.117949		C10H18NO5	232.105350	232.131646												1								
