def	fit	ion	x0	tag	sumFormula	x_Lo	x_Hi	d2_Ctr	d2_Lo	d2_Hi	d1_Ctr	d1_Lo	d1_Hi	d0_Ctr	d0_Lo	d0_Hi	calFac	calUnit	charge	ionizFrac	fragOf	isotopeOf	comments	standards	families	baseline	intCalIn
1	1	C4H14NO5+	156.086649		C4H14NO5	156.077385	156.095913												1								
1	1	C8H14NO2+	156.101905		C8H14NO2	156.092641	156.111169												1								
1	1	C9H16O2+	156.114481		C9H16O2	156.105765	156.124295												1								
1	1	C9H18NO+	156.138291		C9H18NO	156.129025	156.147557												1								
1	1	CH[35Cl]2[37Cl]2+	156.876787		CH[35Cl]2[37Cl]2	156.8680	156.8856												1						explIso		
1	1	C6H5O5+	157.013150		C6H5O5	157.003839	157.022461												1								
1	1	C7H9O4+	157.049535		C7H9O4	157.040222	157.058848												1								
1	1	C10H7NO+	157.052215		C10H7NO	157.042902	157.061528												1								
1	1	C11H9O+	157.064791		C11H9O	157.055477	157.074105												1								
1	1	C10H9N2+	157.076025		C10H9N2	157.066711	157.085339												1								
1	1	C3H13N2O5+	157.081898		C3H13N2O5	157.072584	157.091212												1								
1	1	C8H13O3+	157.085921		C8H13O3	157.076606	157.095236												1								
1	1	C4H15NO5+	157.094474		C4H15NO5	157.085159	157.103789												1								
1	1	C12H13+	157.101177		C12H13	157.091862	157.110492												1								
1	1	C9H17O2+	157.122306		C9H17O2	157.112989	157.131623												1								
1	1	C10H21O+	157.158692		C10H21O	157.149374	157.168010												1								
1	1	C11H25+	157.195077		C11H25	157.185757	157.204397												1								
1	1	C6H6O5+	158.020975		C6H6O5	158.012161	158.030885												1								
1	1	C6H8NO4+	158.044784		C6H8NO4	158.035420	158.054148												1								
1	1	C10H8NO+	158.060040		C10H8NO	158.051225	158.069953												1								
1	1	C7H12NO3+	158.081170		C7H12NO3	158.071804	158.090536												1								
1	1	C11H12N+	158.096426		C11H12N	158.087060	158.105792												1								
1	1	C8H16NO2+	158.117555		C8H16NO2	158.108188	158.126922												1								
1	1	C9H20NO+	158.153941		C9H20NO	158.144572	158.163310												1								
1	1	C5H3SO4+	158.974656		C5H3SO4	158.965245	158.984067												1								
1	1	C6H7O5+	159.028800		C6H7O5	159.019386	159.038214												1								
1	1	C10H7O2+	159.044056		C10H7O2	159.034641	159.053471												1								
1	1	C7H11O4+	159.065185		C7H11O4	159.055769	159.074601												1								
1	1	C11H11O+	159.080441		C11H11O	159.071024	159.089858												1								
1	1	C8H15O3+	159.101571		C8H15O3	159.092153	159.110989												1								
1	1	C12H15+	159.116827		C12H15	159.107409	159.126245												1								
1	1	C9H19O2+	159.137956		C9H19O2	159.128537	159.147375												1								
1	1	C10H23O+	159.174342		C10H23O	159.164921	159.183763												1								
1	1	S5+	159.859807		S5	159.8481	159.8715												1						SulfurPoly		
1	1	C5H6NO5+	160.024049		C5H6NO5	160.015132	160.034062												1								
1	1	C4H6N3O4+	160.035282		C4H6N3O4	160.026366	160.045296												1								
1	1	C9H6NO2+	160.039305		C9H6NO2	160.030387	160.049319												1								
1	1	C6H10NO4+	160.060434		C6H10NO4	160.051516	160.070450												1								
1	1	C10H10NO+	160.075690		C10H10NO	160.066223	160.085157												1								
1	1	C7H14NO3+	160.096820		C7H14NO3	160.087900	160.106836												1								
1	1	C11H14N+	160.112076		C11H14N	160.102607	160.121545												1								
1	1	C8H18NO2+	160.133205		C8H18NO2	160.124284	160.143224												1								
1	1	HS5+	160.867632		HS5	160.8559	160.8794												1						SulfurPoly		
1	1	C6H9O5+	161.044450		C6H9O5	161.034933	161.053967												1								
1	1	C10H9O2+	161.059706		C10H9O2	161.050188	161.069224												1								
1	1	C7H13O4+	161.080835		C7H13O4	161.071865	161.090903												1								
1	1	C10H11NO+	161.083515		C10H11NO	161.073996	161.093034												1								
1	1	C11H13O+	161.096091		C11H13O	161.086571	161.105611												1								
1	1	C8H17O3+	161.117221		C8H17O3	161.108248	161.127290												1								
1	1	C7H17N2O2+	161.128454		C7H17N2O2	161.118933	161.137975												1								
1	1	C12H17+	161.132477		C12H17	161.122956	161.141998												1								
1	1	C4H21N2O4+	161.149584		C4H21N2O4	161.140062	161.159106												1								
1	1	C9H21O2+	161.153606		C9H21O2	161.144633	161.163677												1								
1	1	C4H4NO6+	162.003313		C4H4NO6	161.994296	162.013428												1								
1	1	C3H4N3O5+	162.014547		C3H4N3O5	162.005529	162.024661												1								
1	1	C5H8NO5+	162.039699		C5H8NO5	162.030679	162.049815												1								
1	1	C9H8NO2+	162.054955		C9H8NO2	162.045387	162.064523												1								
1	1	C6H12NO4+	162.076084		C6H12NO4	162.067063	162.086203												1								
1	1	C7H14O4+	162.088660		C7H14O4	162.079090	162.098230												1								
1	1	C10H12NO+	162.091340		C10H12NO	162.081770	162.100910												1								
1	1	C11H16N+	162.127726		C11H16N	162.118154	162.137298												1								
1	1	C7H18N2O2+	162.136279		C7H18N2O2	162.126706	162.145852												1								
1	1	C8H20NO2+	162.148855		C8H20NO2	162.139831	162.158977												1								
1	1	C9H24NO+	162.185241		C9H24NO	162.175666	162.194816												1								
1	1	C[35Cl]2[81Br]+	162.853446		C[35Cl]2[81Br]	162.8443	162.8626												1						explIso		
1	1	C5H7O6+	163.023714		C5H7O6	163.014096	163.033332												1								
1	1	C9H7O3+	163.038971		C9H7O3	163.029352	163.048590												1								
1	1	C13H7+	163.054227		C13H7	163.044607	163.063847												1								
1	1	C4H9N3O4+	163.058757		C4H9N3O4	163.049137	163.068377												1								
1	1	C6H11O5+	163.060100		C6H11O5	163.051028	163.070268												1								
1	1	C9H9NO2+	163.062780		C9H9NO2	163.053160	163.072400												1								
1	1	C5H11N2O4+	163.071333		C5H11N2O4	163.061713	163.080953												1								
1	1	C10H11O2+	163.075356		C10H11O2	163.065735	163.084977												1								
1	1	C7H15O4+	163.096485		C7H15O4	163.087412	163.106656												1								
1	1	C10H13NO+	163.099165		C10H13NO	163.089543	163.108787												1								
1	1	C9H13N3+	163.110399		C9H13N3	163.100777	163.120021												1								
1	1	C11H15O+	163.111742		C11H15O	163.102120	163.121364												1								
1	1	C10H15N2+	163.122975		C10H15N2	163.113352	163.132598												1								
1	1	C3H19N2O5+	163.128848		C3H19N2O5	163.119225	163.138471												1								
1	1	C8H19O3+	163.132871		C8H19O3	163.123795	163.143043												1								
1	1	C11H17N+	163.135551		C11H17N	163.125927	163.145175												1								
1	1	C12H19+	163.148127		C12H19	163.138503	163.157751												1								
1	1	C9H23O2+	163.169256		C9H23O2	163.159631	163.178881												1								
1	1	C2[35Cl]4+	163.874862		C2[35Cl]4	163.8657	163.8840												1						explIso		
1	1	C11O2+	163.989281		C11O2	163.980162	163.999496												1								
1	1	C4H6NO6+	164.018963		C4H6NO6	164.009843	164.029181												1								
1	1	C8H6NO3+	164.034219		C8H6NO3	164.025098	164.044438												1								
1	1	C8H8N2O2+	164.058029		C8H8N2O2	164.048907	164.068249												1								
1	1	C9H10NO2+	164.070605		C9H10NO2	164.060934	164.080276												1								
1	1	C5H12N2O4+	164.079158		C5H12N2O4	164.069486	164.088830												1								
1	1	C10H12O2+	164.083181		C10H12O2	164.074058	164.093402												1								
1	1	C6H14NO4+	164.091734		C6H14NO4	164.082061	164.101407												1								
1	1	C10H14NO+	164.106990		C10H14NO	164.097866	164.117212												1								
1	1	C3H18NO6+	164.112864		C3H18NO6	164.103190	164.122538												1								
1	1	C7H18NO3+	164.128120		C7H18NO3	164.118994	164.138342												1								
1	1	C8H20O3+	164.140696		C8H20O3	164.131021	164.150371												1								
1	1	C[35Cl][37Cl][81Br]+	164.850496		C[35Cl][37Cl][81Br]	164.8413	164.8597												1						explIso		
1	1	C11HO2+	164.997106		C11HO2	164.987935	165.007373												1								
1	1	C5H9O6+	165.039364		C5H9O6	165.029643	165.049085												1								
1	1	C9H9O3+	165.054621		C9H9O3	165.044899	165.064343												1								
1	1	C10H13O2+	165.091006		C10H13O2	165.081282	165.100730												1								
1	1	C6H17N2O3+	165.123369		C6H17N2O3	165.113644	165.133094												1								
1	1	C12H21+	165.163777		C12H21	165.154050	165.173504												1								
1	1	C2[35Cl]3[37Cl]+	165.871912		C2[35Cl]3[37Cl]	165.8627	165.8812												1						explIso		
1	1	C3F6O+	165.984785		C3F6O	165.975016	165.994554												1								
1	1	C3H4NO7+	165.998228		C3H4NO7	165.989006	166.008546												1								
1	1	C4H8NO6+	166.034613		C4H8NO6	166.025390	166.044934												1								
1	1	C9H10SO+	166.044688		C9H10SO	166.034916	166.054460												1								
1	1	C5H10O6+	166.047189		C5H10O6	166.037417	166.056961												1								
1	1	C9H10O3+	166.062446		C9H10O3	166.052673	166.072219												1								
1	1	C13H10+	166.077702		C13H10	166.067928	166.087476												1								
1	1	C9H12NO2+	166.086255		C9H12NO2	166.076481	166.096029												1								
1	1	C2H16NO7+	166.092128		C2H16NO7	166.082353	166.101903												1								
1	1	C10H14O2+	166.098831		C10H14O2	166.089605	166.109155												1								
1	1	C6H16NO4+	166.107384		C6H16NO4	166.098157	166.117709												1								
1	1	C10H16NO+	166.122641		C10H16NO	166.112865	166.132417												1								
1	1	C11H18O+	166.135217		C11H18O	166.125440	166.144994												1								
1	1	C12H22+	166.171602		C12H22	166.161823	166.181381												1								
1	1	C4H7O7+	167.018629		C4H7O7	167.008807	167.028451												1								
1	1	C8H7O4+	167.033885		C8H7O4	167.024062	167.043708												1								
1	1	C5H11O6+	167.055014		C5H11O6	167.045190	167.064838												1								
1	1	C9H11O3+	167.070271		C9H11O3	167.060446	167.080096												1								
1	1	C13H11+	167.085527		C13H11	167.075702	167.095352												1								
1	1	C10H15O2+	167.106656		C10H15O2	167.096829	167.116483												1								
1	1	C11H19O+	167.143042		C11H19O	167.133214	167.152870												1								
1	1	C12H23+	167.179427		C12H23	167.169597	167.189257												1								
1	1	C2[35Cl]2[37Cl]2+	167.868962		C2[35Cl]2[37Cl]2	167.8596	167.8783												1						explIso		
1	1	C7H6NO4+	168.029134		C7H6NO4	168.019260	168.039008												1								
1	1	C8H10NO3+	168.065520		C8H10NO3	168.055644	168.075396												1								
1	1	C9H12O3+	168.078096		C9H12O3	168.068768	168.088520												1								
1	1	C8H12N2O2+	168.089329		C8H12N2O2	168.079452	168.099206												1								
1	1	C9H14NO2+	168.101905		C9H14NO2	168.092028	168.111782												1								
1	1	C10H16O2+	168.114481		C10H16O2	168.105152	168.124908												1								
1	1	C7H20O4+	168.135611		C7H20O4	168.125732	168.145490												1								
1	1	C8H9O4+	169.049535		C8H9O4	169.039609	169.059461												1								
1	1	C12H9O+	169.064791		C12H9O	169.054864	169.074718												1								
1	1	C9H13O3+	169.085921		C9H13O3	169.075993	169.095849												1								
1	1	C10H17S+	169.104548		C10H17S	169.094619	169.114477												1								
1	1	C10H17O2+	169.122306		C10H17O2	169.112376	169.132236												1								
1	1	C11H21O+	169.158692		C11H21O	169.148761	169.168623												1								
1	1	C12H25+	169.195077		C12H25	169.185144	169.205010												1								
1	1	C10H4NO2+	170.023655		C10H4NO2	170.014227	170.034179												1								
1	1	C8H10SO2+	170.039602		C8H10SO2	170.029626	170.049578												1								
1	1	C8H10O4+	170.057360		C8H10O4	170.047932	170.067886												1								
1	1	C8H12NO3+	170.081170		C8H12NO3	170.071191	170.091149												1								
1	1	C9H14O3+	170.093746		C9H14O3	170.084315	170.104273												1								
1	1	C9H16NO2+	170.117555		C9H16NO2	170.108124	170.128084												1								
1	1	C10H20NO+	170.153941		C10H20NO	170.143959	170.163923												1								
1	1	CH[79Br]2+	170.843952		CH[79Br]2	170.8345	170.8534												1						explIso		
1	1	C7H7O5+	171.028800		C7H7O5	171.018773	171.038827												1								
1	1	C8H11O4+	171.065185		C8H11O4	171.055156	171.075214												1								
1	1	C12H11O+	171.080441		C12H11O	171.070411	171.090471												1								
1	1	C9H15O3+	171.101571		C9H15O3	171.091540	171.111602												1								
1	1	C13H15+	171.116827		C13H15	171.106796	171.126858												1								
1	1	C10H19O2+	171.137956		C10H19O2	171.127924	171.147988												1								
1	1	C11H23O+	171.174342		C11H23O	171.164308	171.184376												1								
1	1	C12H27+	171.210727		C12H27	171.200691	171.220763												1								
1	1	C6H6NO5+	172.024049		C6H6NO5	172.014519	172.034675												1								
1	1	C10H6NO2+	172.039305		C10H6NO2	172.029774	172.049932												1								
1	1	C7H10NO4+	172.060434		C7H10NO4	172.050354	172.070514												1								
1	1	C8H12O4+	172.073010		C8H12O4	172.063479	172.083639												1								
1	1	C5H16O6+	172.094140		C5H16O6	172.084059	172.104221												1								
1	1	C8H14NO3+	172.096820		C8H14NO3	172.086739	172.106901												1								
1	1	C9H18NO2+	172.133205		C9H18NO2	172.123671	172.143837												1								
1	1	C10H22NO+	172.169591		C10H22NO	172.159506	172.179676												1								
1	1	CH[79Br][81Br]+	172.841904		CH[79Br][81Br]	172.8323	172.8515												1						explIso		
1	1	C6H5O6+	173.008064		C6H5O6	172.998485	173.018741												1								
1	1	C7H9O5+	173.044450		C7H9O5	173.034320	173.054580												1								
1	1	C11H9O2+	173.059706		C11H9O2	173.049575	173.069837												1								
1	1	C8H13O4+	173.080835		C8H13O4	173.070703	173.090967												1								
1	1	C12H13O+	173.096091		C12H13O	173.085958	173.106224												1								
1	1	C9H17O3+	173.117221		C9H17O3	173.107087	173.127355												1								
1	1	C13H17+	173.132477		C13H17	173.122343	173.142611												1								
1	1	C10H21O2+	173.153606		C10H21O2	173.143471	173.163741												1								
1	1	C4H2N2O6+	173.990737		C4H2N2O6	173.981108	174.001464												1								
1	1	C6H6O6+	174.015889		C6H6O6	174.006258	174.026618												1								
1	1	C3H10O8+	174.037019		C3H10O8	174.026838	174.047200												1								
1	1	C6H8NO5+	174.039699		C6H8NO5	174.029518	174.049880												1								
1	1	C7H10O5+	174.052275		C7H10O5	174.042642	174.063004												1								
1	1	C10H8NO2+	174.054955		C10H8NO2	174.045322	174.065686												1								
1	1	C7H12NO4+	174.076084		C7H12NO4	174.066450	174.086816												1								
1	1	C11H12NO+	174.091340		C11H12NO	174.081157	174.101523												1								
1	1	C8H16NO3+	174.112470		C8H16NO3	174.102834	174.123202												1								
1	1	C5H20NO5+	174.133599		C5H20NO5	174.123413	174.143785												1								
1	1	C13H18+	174.140302		C13H18	174.130116	174.150488												1								
1	1	CH[81Br]2+	174.839856		CH[81Br]2	174.8302	174.8495												1						explIso		
1	1	C6H7O6+	175.023714		C6H7O6	175.013483	175.033945												1								
1	1	C10H7O3+	175.038971		C10H7O3	175.028739	175.049203												1								
1	1	C7H11O5+	175.060100		C7H11O5	175.049867	175.070333												1								
1	1	C11H11O2+	175.075356		C11H11O2	175.065122	175.085590												1								
1	1	C8H15O4+	175.096485		C8H15O4	175.086250	175.106720												1								
1	1	C12H15O+	175.111742		C12H15O	175.101507	175.121977												1								
1	1	C9H19O3+	175.132871		C9H19O3	175.123182	175.143656												1								
1	1	C5H21NO5+	175.141424		C5H21NO5	175.131187	175.151661												1								
1	1	C13H19+	175.148127		C13H19	175.137890	175.158364												1								
1	1	C2H25NO7+	175.162554		C2H25NO7	175.152316	175.172792												1								
1	1	C10H23O2+	175.169256		C10H23O2	175.159018	175.179494												1								
1	1	C4H4N2O6+	176.006387		C4H4N2O6	175.996655	176.017217												1								
1	1	C5H6NO6+	176.018963		C5H6NO6	176.009230	176.029794												1								
1	1	C6H10NO5+	176.055349		C6H10NO5	176.045613	176.066181												1								
1	1	C10H10NO2+	176.070605		C10H10NO2	176.060321	176.080889												1								
1	1	C11H14NO+	176.106990		C11H14NO	176.096704	176.117276												1								
1	1	C8H20N2O2+	176.151929		C8H20N2O2	176.141640	176.162218												1								
1	1	C10H26NO+	176.200891		C10H26NO	176.190600	176.211182												1								
1	1	C5H5O7+	177.002979		C5H5O7	176.993195	177.013859												1								
1	1	C9H5O4+	177.018235		C9H5O4	177.008451	177.029117												1								
1	1	C6H9O6+	177.039364		C6H9O6	177.029579	177.050247												1								
1	1	C12H5N2+	177.044725		C12H5N2	177.034391	177.055059												1								
1	1	C10H9O3+	177.054621		C10H9O3	177.044286	177.064956												1								
1	1	C14H9+	177.069877		C14H9	177.059541	177.080213												1								
1	1	C7H13O5+	177.075750		C7H13O5	177.065963	177.086635												1								
1	1	C11H13O2+	177.091006		C11H13O2	177.080669	177.101343												1								
1	1	C8H17O4+	177.112135		C8H17O4	177.102346	177.123022												1								
1	1	C12H17O+	177.127392		C12H17O	177.117054	177.137730												1								
1	1	C8H19NO3+	177.135945		C8H19NO3	177.125606	177.146284												1								
1	1	C9H21O3+	177.148521		C9H21O3	177.138730	177.159410												1								
1	1	C12H19N+	177.151201		C12H19N	177.140861	177.161541												1								
1	1	C13H21+	177.163777		C13H21	177.153437	177.174117												1								
1	1	C10H25O2+	177.184906		C10H25O2	177.174565	177.195247												1								
1	1	C9H8NSO+	178.032111		C9H8NSO	178.022275	178.043045												1								
1	1	C8H6N2O3+	178.037293		C8H6N2O3	178.027457	178.048227												1								
1	1	C13H6O+	178.041316		C13H6O	178.030931	178.051701												1								
1	1	C10H10O3+	178.062446		C10H10O3	178.052060	178.072832												1								
1	1	C14H10+	178.077702		C14H10	178.067863	178.088637												1								
1	1	C10H12NO2+	178.086255		C10H12NO2	178.075868	178.096642												1								
1	1	C7H16NO4+	178.107384		C7H16NO4	178.097544	178.118322												1								
1	1	C11H16NO+	178.122641		C11H16NO	178.112252	178.133030												1								
1	1	C9H7SO2+	179.016127		C9H7SO2	179.006241	179.027111												1								
1	1	C5H7O7+	179.018629		C5H7O7	179.008194	179.029064												1								
1	1	C9H7O4+	179.033885		C9H7O4	179.023998	179.044870												1								
1	1	C6H11O6+	179.055014		C6H11O6	179.044577	179.065451												1								
1	1	C10H11O3+	179.070271		C10H11O3	179.059833	179.080709												1								
1	1	C14H11+	179.085527		C14H11	179.075089	179.095965												1								
1	1	C7H15O5+	179.091400		C7H15O5	179.080961	179.101839												1								
1	1	C10H13NO2+	179.094080		C10H13NO2	179.083641	179.104519												1								
1	1	C11H15O2+	179.106656		C11H15O2	179.096216	179.117096												1								
1	1	C8H19O4+	179.127786		C8H19O4	179.117345	179.138227												1								
1	1	C11H17NO+	179.130466		C11H17NO	179.120025	179.140907												1								
1	1	C12H19O+	179.143042		C12H19O	179.132601	179.153483												1								
1	1	C12H21N+	179.166851		C12H21N	179.156408	179.177294												1								
1	1	C13H23+	179.179427		C13H23	179.168984	179.189870												1								
1	1	C6H3[35Cl]3+	179.929485		C6H3[35Cl]3	179.9196	179.9394												1						explIso		
1	1	C7H2NO5+	179.992749		C7H2NO5	179.982812	180.003782												1								
1	1	C4H6NO7+	180.013878		C4H6NO7	180.003941	180.024913												1								
1	1	C3H8N4O5+	180.048921		C3H8N4O5	180.038981	180.059957												1								
1	1	C9H10NO3+	180.065520		C9H10NO3	180.055031	180.076009												1								
1	1	C10H12O3+	180.078096		C10H12O3	180.068155	180.089133												1								
1	1	C13H10N+	180.080776		C13H10N	180.070287	180.091265												1								
1	1	C14H12+	180.093352		C14H12	180.082862	180.103842												1								
1	1	C10H14NO2+	180.101905		C10H14NO2	180.091415	180.112395												1								
1	1	C7H18NO4+	180.123034		C7H18NO4	180.113091	180.134075												1								
1	1	C12H20O+	180.150867		C12H20O	180.140374	180.161360												1								
1	1	C12H22N+	180.174676		C12H22N	180.164182	180.185170												1								
1	1	CH4O[35Cl]2[79Br]+	180.881709		CH4O[35Cl]2[79Br]	180.8718	180.8917												1						explIso		
1	1	C6H4[35Cl]3+	180.937310		C6H4[35Cl]3	180.9274	180.9473												1						explIso		
1	1	C8H5O5+	181.013150		C8H5O5	181.003161	181.024235												1								
1	1	C9H9SO2+	181.031777		C9H9SO2	181.021788	181.042864												1								
1	1	C9H9O4+	181.049535		C9H9O4	181.038996	181.060074												1								
1	1	C6H13O6+	181.070665		C6H13O6	181.060125	181.081205												1								
1	1	C12H9N2+	181.076025		C12H9N2	181.065485	181.086565												1								
1	1	C10H13O3+	181.085921		C10H13O3	181.075380	181.096462												1								
1	1	C14H13+	181.101177		C14H13	181.090636	181.111718												1								
1	1	C11H17S+	181.104548		C11H17S	181.094006	181.115090												1								
1	1	C10H15NO2+	181.109730		C10H15NO2	181.099737	181.120821												1								
1	1	C11H17O2+	181.122306		C11H17O2	181.111763	181.132849												1								
1	1	C10H19N3+	181.157349		C10H19N3	181.146805	181.167893												1								
1	1	C12H21O+	181.158692		C12H21O	181.148148	181.169236												1								
1	1	C11H21N2+	181.169925		C11H21N2	181.159380	181.180470												1								
1	1	C5H27NO5+	181.188374		C5H27NO5	181.177828	181.198920												1								
1	1	C13H25+	181.195077		C13H25	181.184531	181.205623												1								
1	1	C6H3[35Cl]2[37Cl]+	181.926534		C6H3[35Cl]2[37Cl]	181.9165	181.9365												1						explIso		
1	1	C9H10O4+	182.057360		C9H10O4	182.047319	182.068499												1								
1	1	C12H10N2+	182.083850		C12H10N2	182.073258	182.094442												1								
1	1	C10H14O3+	182.093746		C10H14O3	182.083702	182.104886												1								
1	1	C14H14+	182.109002		C14H14	182.098409	182.119595												1								
1	1	C10H16NO2+	182.117555		C10H16NO2	182.106962	182.128148												1								
1	1	C8H22O4+	182.151261		C8H22O4	182.140666	182.161856												1								
1	1	CH4O[35Cl]2[81Br]+	182.879661		CH4O[35Cl]2[81Br]	182.8696	182.8897												1						explIso		
1	1	C6H4[35Cl]2[37Cl]+	182.934360		C6H4[35Cl]2[37Cl]	182.9243	182.9444												1						explIso		
1	1	C8H7O5+	183.028800		C8H7O5	183.018160	183.039440												1								
1	1	C9H11SO2+	183.047427		C9H11SO2	183.036786	183.058068												1								
1	1	C9H11O4+	183.065185		C9H11O4	183.054543	183.075827												1								
1	1	C13H11O+	183.080441		C13H11O	183.069798	183.091084												1								
1	1	C5H15N2O5+	183.097548		C5H15N2O5	183.086905	183.108191												1								
1	1	C10H15O3+	183.101571		C10H15O3	183.090927	183.112215												1								
1	1	C14H15+	183.116827		C14H15	183.106183	183.127471												1								
1	1	C6H19N2O4+	183.133934		C6H19N2O4	183.123289	183.144579												1								
1	1	C11H19O2+	183.137956		C11H19O2	183.127311	183.148601												1								
1	1	C12H23O+	183.174342		C12H23O	183.163695	183.184989												1								
1	1	C6H31O5+	183.216601		C6H31O5	183.205951	183.227251												1								
1	1	C6H3[35Cl][37Cl]2+	183.923584		C6H3[35Cl][37Cl]2	183.9135	183.9337												1						explIso		
1	1	C4H8O8+	184.021369		C4H8O8	184.011226	184.032608												1								
1	1	C5H12O7+	184.057754		C5H12O7	184.047062	184.068446												1								
1	1	C9H12O4+	184.073010		C9H12O4	184.062866	184.084252												1								
1	1	C5H16N2O5+	184.105373		C5H16N2O5	184.094678	184.116068												1								
1	1	C10H16O3+	184.109396		C10H16O3	184.099249	184.120639												1								
1	1	C5H18N3O4+	184.129182		C5H18N3O4	184.118486	184.139878												1								
1	1	C10H18NO2+	184.133205		C10H18NO2	184.123058	184.144450												1								
1	1	C10H20N2O+	184.157015		C10H20N2O	184.146865	184.168261												1								
1	1	CH4O[35Cl][37Cl][81Br]+	184.876711		CH4O[35Cl][37Cl][81Br]	184.8666	184.8868												1						explIso		
1	1	C6H4[35Cl][37Cl]2+	184.931409		C6H4[35Cl][37Cl]2	184.9213	184.9415												1						explIso		
1	1	C7H5O6+	185.008064		C7H5O6	184.997323	185.018805												1								
1	1	C8H9O5+	185.044450		C8H9O5	185.033707	185.055193												1								
1	1	C9H13O4+	185.080835		C9H13O4	185.070090	185.091580												1								
1	1	C12H13N2+	185.107325		C12H13N2	185.096579	185.118071												1								
1	1	C10H17O3+	185.117221		C10H17O3	185.106474	185.127968												1								
1	1	C11H21O2+	185.153606		C11H21O2	185.142858	185.164354												1								
1	1	C12H25O+	185.189992		C12H25O	185.179242	185.200742												1								
1	1	C6F6+	185.989870		C6F6	185.979628	186.001210												1								
1	1	C10H4NO3+	186.018569		C10H4NO3	186.008325	186.029911												1								
1	1	C8H12NO4+	186.076084		C8H12NO4	186.065288	186.086880												1								
1	1	C14H18+	186.140302		C14H18	186.129503	186.151101												1								
1	1	C7H7O6+	187.023714		C7H7O6	187.012870	187.034558												1								
1	1	C8H11O5+	187.060100		C8H11O5	187.049254	187.070946												1								
1	1	C12H11O2+	187.075356		C12H11O2	187.064509	187.086203												1								
1	1	C9H15O4+	187.096485		C9H15O4	187.085637	187.107333												1								
1	1	C13H15O+	187.111742		C13H15O	187.100894	187.122590												1								
1	1	C10H19O3+	187.132871		C10H19O3	187.122021	187.143721												1								
1	1	C14H19+	187.148127		C14H19	187.137277	187.158977												1								
1	1	C12H27O+	187.205642		C12H27O	187.194789	187.216495												1								
1	1	C10H6NO3+	188.034219		C10H6NO3	188.023872	188.045664												1								
1	1	C4H12O8+	188.052669		C4H12O8	188.042320	188.064114												1								
1	1	C7H10NO5+	188.055349		C7H10NO5	188.044452	188.066246												1								
1	1	C15H8+	188.062052		C15H8	188.051155	188.072949												1								
1	1	C8H12O5+	188.067925		C8H12O5	188.057576	188.079370												1								
1	1	C8H14NO4+	188.091734		C8H14NO4	188.080835	188.102633												1								
1	1	C9H20N2O2+	188.151929		C9H20N2O2	188.141027	188.162831												1								
1	1	C14H20+	188.155952		C14H20	188.145050	188.166854												1								
1	1	C6H5O7+	189.002979		C6H5O7	188.992582	189.014472												1								
1	1	C10H5O4+	189.018235		C10H5O4	189.007289	189.029181												1								
1	1	C7H9O6+	189.039364		C7H9O6	189.028417	189.050311												1								
1	1	C8H13O5+	189.075750		C8H13O5	189.064801	189.086699												1								
1	1	C12H13O2+	189.091006		C12H13O2	189.080056	189.101956												1								
1	1	C9H17O4+	189.112135		C9H17O4	189.101733	189.123635												1								
1	1	C8H17N2O3+	189.123369		C8H17N2O3	189.112418	189.134320												1								
1	1	C13H17O+	189.127392		C13H17O	189.116441	189.138343												1								
1	1	C10H21O3+	189.148521		C10H21O3	189.138117	189.160023												1								
1	1	C14H21+	189.163777		C14H21	189.152824	189.174730												1								
1	1	C11H25O2+	189.184906		C11H25O2	189.173952	189.195860												1								
1	1	C6H8NO6+	190.034613		C6H8NO6	190.024164	190.046160												1								
1	1	C10H8NO3+	190.049870		C10H8NO3	190.039419	190.061417												1								
1	1	C7H12NO5+	190.070999		C7H12NO5	190.060547	190.082547												1								
1	1	C11H12NO2+	190.086255		C11H12NO2	190.075255	190.097255												1								
1	1	C7H14N2O4+	190.094808		C7H14N2O4	190.083807	190.105809												1								
1	1	C8H16NO4+	190.107384		C8H16NO4	190.096931	190.118935												1								
1	1	CH10N12+	190.114590		CH10N12	190.103588	190.125592												1								
1	1	C12H16NO+	190.122641		C12H16NO	190.111639	190.133643												1								
1	1	C13H20N+	190.159026		C13H20N	190.148022	190.170030												1								
1	1	C4H5N3O6+	191.017286		C4H5N3O6	191.006787	191.028883												1								
1	1	C5H7N2O6+	191.029862		C5H7N2O6	191.018813	191.040911												1								
1	1	C10H7O4+	191.033885		C10H7O4	191.022836	191.044934												1								
1	1	C7H11O6+	191.055014		C7H11O6	191.043964	191.066064												1								
1	1	C8H15O5+	191.091400		C8H15O5	191.080897	191.103001												1								
1	1	C7H15N2O4+	191.102633		C7H15N2O4	191.091581	191.113685												1								
1	1	C9H19O4+	191.127786		C9H19O4	191.117280	191.139388												1								
1	1	C5H21NO6+	191.136339		C5H21NO6	191.125285	191.147393												1								
1	1	C13H19O+	191.143042		C13H19O	191.131988	191.154096												1								
1	1	C10H23O3+	191.164171		C10H23O3	191.153664	191.175776												1								
1	1	C13H21N+	191.166851		C13H21N	191.155795	191.177907												1								
1	1	C6H25NO5+	191.172724		C6H25NO5	191.161668	191.183780												1								
1	1	C14H23+	191.179427		C14H23	191.168371	191.190483												1								
1	1	S6+	191.831878		S6	191.8180	191.8457		0.00										1						SulfurPoly		
1	1	C9H4O5+	192.005325		C9H4O5	191.994775	192.016971												1								
